ID,Forno,Status,Data,Unidade,Status_Ajustado,Dias_Vazio_Consecutivos,Alerta,Dias_Resfriando_Consecutivos,Alerta_Resfriamento,Mudou,Bloco,Status_Anterior,Carregou,Descarregou
ca705202,11,Carbonizando,2025-07-14,UPC-Mata Verde,Carbonizando,0,,0,,False,8,Carbonizando,False,False
e2d0c89d,11,Resfriando,2025-07-15,UPC-Mata Verde,Resfriando,0,,1,,True,9,Carbonizando,False,False
1ed85af1,11,Resfriando,2025-07-16,UPC-Mata Verde,Resfriando,0,,2,,False,9,Resfriando,False,False
4f0c3deb,11,Resfriando,2025-07-17,UPC-Mata Verde,Resfriando,0,,3,Forno resfriando há 3 dias consecutivos!,False,9,Resfriando,False,False
fc2482a1,11,Resfriando,2025-07-18,UPC-Mata Verde,Resfriando,0,,4,Forno resfriando há 4 dias consecutivos!,False,9,Resfriando,False,False
b06275b4,11,Resfriando,2025-07-19,UPC-Mata Verde,Resfriando,0,,5,Forno resfriando há 5 dias consecutivos!,False,9,Resfriando,False,False
aa02211a,11,Resfriando,2025-07-20,UPC-Mata Verde,Resfriando,0,,6,Forno resfriando há 6 dias consecutivos!,False,9,Resfriando,False,False
a0530255,11,Resfriando,2025-07-21,UPC-Mata Verde,Resfriando,0,,7,Forno resfriando há 7 dias consecutivos!,False,9,Resfriando,False,False
31e3dec8,11,Resfriando,2025-07-22,UPC-Mata Verde,Resfriando,0,,8,Forno resfriando há 8 dias consecutivos!,False,9,Resfriando,False,False
63cce7ca,11,Resfriando,2025-07-23,UPC-Mata Verde,Resfriando,0,,9,Forno resfriando há 9 dias consecutivos!,False,9,Resfriando,False,False
9a238d8a,11,Resfriando,2025-07-24,UPC-Mata Verde,Resfriando,0,,10,Forno resfriando há 10 dias consecutivos!,False,9,Resfriando,False,False
72ddcec5,11,Resfriando,2025-07-25,UPC-Mata Verde,Resfriando,0,,11,Forno resfriando há 11 dias consecutivos!,False,9,Resfriando,False,False
3a1af6c3,11,Resfriando,2025-07-26,UPC-Mata Verde,Resfriando,0,,12,Forno resfriando há 12 dias consecutivos!,False,9,Resfriando,False,False
c5982aac,11,Resfriando,2025-07-27,UPC-Mata Verde,Resfriando,0,,13,Forno resfriando há 13 dias consecutivos!,False,9,Resfriando,False,False
9d4f136d,11,Descarregado,2025-07-28,UPC-Mata Verde,Descarregado,0,,0,,True,10,Resfriando,False,True
ca91db1e,11,Vazio,2025-07-29,UPC-Mata Verde,Vazio,1,,0,,True,11,Descarregado,False,False
ddf01aa5,11,Vazio,2025-07-30,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,11,Vazio,False,False
369b9d1e,11,Carbonizando,2025-07-31,UPC-Mata Verde,Carbonizando,0,,0,,True,12,Vazio,True,False
006db644,11,Carbonizando,2025-08-01,UPC-Mata Verde,Carbonizando,0,,0,,False,12,Carbonizando,False,False
643b8109,11,Carbonizando,2025-08-02,UPC-Mata Verde,Carbonizando,0,,0,,False,12,Carbonizando,False,False
dfa3d550,11,Carbonizando,2025-08-03,UPC-Mata Verde,Carbonizando,0,,0,,False,12,Carbonizando,False,False
8cf06826,11,Carbonizando,2025-08-04,UPC-Mata Verde,Carbonizando,0,,0,,False,12,Carbonizando,False,False
2f376063,11,Carbonizando,2025-08-05,UPC-Mata Verde,Carbonizando,0,,0,,False,12,Carbonizando,False,False
254f3e5f,11,Carbonizando,2025-08-06,UPC-Mata Verde,Carbonizando,0,,0,,False,12,Carbonizando,False,False
a0379e10,11,Resfriando,2025-08-07,UPC-Mata Verde,Resfriando,0,,1,,True,13,Carbonizando,False,False
19a5d39d,11,Resfriando,2025-08-08,UPC-Mata Verde,Resfriando,0,,2,,False,13,Resfriando,False,False
4bcb7702,11,Resfriando,2025-08-09,UPC-Mata Verde,Resfriando,0,,3,Forno resfriando há 3 dias consecutivos!,False,13,Resfriando,False,False
64f1b321,11,Resfriando,2025-08-10,UPC-Mata Verde,Resfriando,0,,4,Forno resfriando há 4 dias consecutivos!,False,13,Resfriando,False,False
796ab3c5,11,Resfriando,2025-08-11,UPC-Mata Verde,Resfriando,0,,5,Forno resfriando há 5 dias consecutivos!,False,13,Resfriando,False,False
0ea91f51,11,Descarregado,2025-08-12,UPC-Mata Verde,Descarregado,0,,0,,True,14,Resfriando,False,True
43cb3fb2,11,Vazio,2025-08-13,UPC-Mata Verde,Vazio,1,,0,,True,15,Descarregado,False,False
e1ac1894,11,Vazio,2025-08-14,UPC-Mata Verde,Vazio,2,Forno vazio há 2 dias consecutivos!,0,,False,15,Vazio,False,False
30486a68,11,Vazio,2025-08-15,UPC-Mata Verde,Vazio,3,Forno vazio há 3 dias consecutivos!,0,,False,15,Vazio,False,False
bbab14bd,11,Vazio,2025-08-16,UPC-Mata Verde,Vazio,4,Forno vazio há 4 dias consecutivos!,0,,False,15,Vazio,False,False
121a26fa,11,Vazio,2025-08-17,UPC-Mata Verde,Vazio,5,Forno vazio há 5 dias consecutivos!,0,,False,15,Vazio,False,False
35d256c1,11,Vazio,2025-08-18,UPC-Mata Verde,Vazio,6,Forno vazio há 6 dias consecutivos!,0,,False,15,Vazio,False,False
0d1151d6,11,Vazio,2025-08-19,UPC-Mata Verde,Vazio,7,Forno vazio há 7 dias consecutivos!,0,,False,15,Vazio,False,False
7990f957,11,Vazio,2025-08-20,UPC-Mata Verde,Vazio,8,Forno vazio há 8 dias consecutivos!,0,,False,15,Vazio,False,False
acd55806,11,Carbonizando,2025-08-21,UPC-Mata Verde,Carbonizando,0,,0,,True,16,Vazio,True,False
7c2a5096,11,Carbonizando,2025-08-22,UPC-Mata Verde,Carbonizando,0,,0,,False,16,Carbonizando,False,False
01b9bbb3,11,Carbonizando,2025-08-23,UPC-Mata Verde,Carbonizando,0,,0,,False,16,Carbonizando,False,False
c446444c,11,Carbonizando,2025-08-24,UPC-Mata Verde,Carbonizando,0,,0,,False,16,Carbonizando,False,False
